Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price to be sold at,Quantity sold,Tax 5%,Total,Date,Time,Payment,COGS,gross margin percentage(unit),gross profit,Rating
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.58,621.24,1/1/2019,13:55,Cash,195.25,67,396.41,7.7
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.95,586.97,1/10/2019,10:33,Credit card,273.92,51,285.1,5.5
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.89,543.75,3/2/2019,16:42,Ewallet,191.61,63,326.25,4.1
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2/25/2019,17:16,Credit card,139.47,66,270.73,7.6
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.34,280.04,1/29/2019,11:48,Cash,133.35,50,133.35,8.6
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.55,74.46,3/10/2019,19:35,Ewallet,26.24,63,44.67,8.3
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.24,152.02,1/13/2019,19:55,Credit card,68.05,53,76.73,8.1
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.48,451.03,3/22/2019,14:33,Credit card,184.71,57,244.84,8.6
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.46,597.63,3/1/2019,19:49,Ewallet,284.59,50,284.59,6.3
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2/20/2019,18:43,Cash,106.13,56,135.07,5.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.35,133.43,1/14/2019,14:43,Ewallet,52.1,59,74.98,6.2
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.85,269.93,3/26/2019,13:54,Cash,100.26,61,156.82,7.7
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.95,145.97,3/1/2019,12:15,Ewallet,68.12,51,70.9,8.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.08,85.74,1/7/2019,12:37,Cash,33.48,59,48.18,7.3
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.54,326.26,2/1/2019,19:54,Cash,146.04,53,164.68,8.4
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.3,195.26,2/13/2019,15:06,Credit card,72.52,61,113.44,8
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.62,75.94,1/14/2019,18:03,Credit card,23.14,68,49.18,9.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.46,198.64,1/19/2019,15:58,Ewallet,68.1,64,121.08,7
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.34,217.18,3/9/2019,13:53,Credit card,66.19,68,140.65,9.8
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.85,164.87,3/27/2019,14:03,Cash,48.68,69,108.34,9.2
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.77,226.07,2/4/2019,16:38,Ewallet,83.97,61,131.33,7.7
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.81,625.91,3/14/2019,11:07,Cash,262.28,56,333.82,5.3
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.66,76.76,3/4/2019,12:23,Cash,27.05,63,46.05,4.4
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.96,293.14,3/3/2019,10:54,Credit card,117.26,58,161.92,4.3
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.48,178.16,1/27/2019,17:38,Ewallet,62.78,63,106.9,9.4
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.28,47.86,2/7/2019,14:13,Cash,13.67,70,31.91,9.8
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,2/5/2019,11:51,Ewallet,76.7,66,148.9,4.8
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,304.92,3/15/2019,13:05,Cash,139.39,52,151.01,5.3
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.22,46.68,3/1/2019,11:30,Credit card,18.67,58,25.79,8.7
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2/15/2019,13:30,Credit card,62.64,60,93.96,9.5
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,21,440.94,2/17/2019,19:11,Ewallet,125.98,70,293.96,5.3
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.21,193.46,1/26/2019,18:53,Cash,66.33,64,117.92,9.2
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.03,147.67,3/24/2019,14:22,Ewallet,64.69,54,75.95,9.6
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.15,87.23,1/23/2019,17:16,Ewallet,37.39,55,45.69,6.4
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.25,68.24,1/26/2019,10:06,Credit card,23.4,64,41.59,4.5
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,3/14/2019,20:35,Ewallet,380.04,51,395.56,6.9
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.35,343.41,3/17/2019,13:54,Ewallet,124.28,62,202.78,7.8
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.16,381.39,1/8/2019,20:08,Cash,134.4,63,228.83,4.5
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2/8/2019,15:26,Cash,59.69,53,67.31,8.6
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.78,394.33,2/10/2019,12:56,Ewallet,153.98,59,221.57,5.2
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.96,209.12,3/28/2019,19:16,Credit card,85.64,57,113.52,6.4
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.53,32.14,1/23/2019,12:20,Ewallet,11.02,64,19.59,5.2
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.79,121.57,1/17/2019,10:37,Ewallet,39.37,66,76.41,8.9
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.45,30.41,2/7/2019,10:18,Credit card,11.29,61,17.67,6.2
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.54,935.27,3/9/2019,11:23,Cash,302.85,66,587.88,6.7
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.98,293.64,1/24/2019,11:45,Cash,137.03,51,142.63,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.05,84.98,1/19/2019,16:08,Credit card,29.13,64,51.8,9
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.73,708.23,2/3/2019,11:25,Ewallet,330.51,51,344,4.2
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,17.42,365.9,3/20/2019,12:24,Ewallet,167.27,52,181.21,4.2
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,1/13/2019,19:51,Cash,200.38,54,235.22,6.9
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.98,461.53,3/14/2019,18:10,Ewallet,189.01,57,250.54,4.4
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,29.56,620.74,1/23/2019,11:22,Credit card,212.82,64,378.36,4
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.04,273.8,2/7/2019,17:55,Ewallet,106.91,59,153.85,8.5
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.75,225.79,3/28/2019,15:30,Credit card,94.62,56,120.42,9.2
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.58,96.19,3/20/2019,19:44,Cash,39.39,57,52.22,9.8
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.11,695.24,1/17/2019,15:27,Credit card,225.12,66,437.01,4.9
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.63,874.13,1/12/2019,11:25,Credit card,299.7,64,532.8,4.4
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.57,95.92,2/16/2019,15:42,Cash,45.68,50,45.68,6.8
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,7.89,165.65,1/26/2019,16:04,Cash,47.33,70,110.43,9.1
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.09,127.83,3/9/2019,12:37,Ewallet,52.35,57,69.39,8.7
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,867.09,3/14/2019,14:41,Cash,280.77,66,545.03,5
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,8,167.9,1/25/2019,14:19,Ewallet,70.36,56,89.54,7.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6,12.69,1/26/2019,18:19,Credit card,4.96,59,7.13,8.2
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.1,674,1/19/2019,14:08,Credit card,250.34,61,391.56,6.7
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.75,246.68,3/5/2019,16:38,Ewallet,108.07,54,126.86,5.4
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.38,175.92,1/15/2019,10:54,Credit card,58.64,65,108.9,7
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.96,314.06,3/18/2019,11:29,Ewallet,92.72,69,206.38,4.7
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,11.99,251.72,3/20/2019,19:28,Credit card,117.47,51,122.26,5
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,33.24,697.94,1/15/2019,15:01,Credit card,265.88,60,398.82,5
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.13,212.78,3/3/2019,20:31,Credit card,83.09,59,119.56,6
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,3/19/2019,12:16,Cash,19.4,58,26.8,6.3
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.41,92.56,3/8/2019,15:27,Cash,28.21,68,59.94,8.5
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.86,165.12,2/27/2019,17:36,Ewallet,56.61,64,100.65,7.5
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,14.82,311.19,2/23/2019,20:00,Ewallet,130.4,56,165.97,6.4
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,35.42,743.82,3/19/2019,15:29,Ewallet,233.77,67,474.63,4.7
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,5.57,116.91,3/27/2019,15:08,Ewallet,35.63,68,75.71,6
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,29.01,609.17,3/30/2019,19:26,Credit card,278.48,52,301.68,4
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.01,63.26,2/16/2019,15:53,Ewallet,24.7,59,35.55,5.5
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.71,182.95,1/18/2019,18:43,Ewallet,78.41,55,95.83,8.7
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,21.06,442.32,3/30/2019,14:58,Cash,139.02,67,282.24,7.4
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.68,35.31,3/20/2019,19:55,Cash,15.13,55,18.5,5.6
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,1.55,32.53,1/16/2019,15:10,Cash,11.77,62,19.21,6.3
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2/24/2019,16:44,Cash,94.01,62,153.39,7.1
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.92,397.22,1/15/2019,18:22,Ewallet,128.62,66,249.68,7.8
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.74,351.6,1/22/2019,11:52,Cash,164.08,51,170.78,9.9
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2/3/2019,17:24,Cash,262.01,64,465.79,7.3
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,16.79,352.67,3/6/2019,15:31,Ewallet,110.84,67,225.04,5.1
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.04,252.76,2/16/2019,18:04,Credit card,113.14,53,127.58,9.4
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.35,49.42,3/14/2019,14:13,Credit card,20.24,57,26.83,5.8
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.98,104.67,2/27/2019,10:23,Credit card,49.85,50,49.85,8
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.22,277.67,1/18/2019,10:11,Ewallet,103.14,61,161.31,7.9
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,6.98,146.63,1/29/2019,15:48,Cash,65.64,53,74.01,5.9
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.77,58.22,2/26/2019,17:46,Credit card,27.17,51,28.28,4.9
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.45,135.36,2/3/2019,11:46,Cash,38.67,70,90.24,9.3
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,6,125.98,1/16/2019,12:07,Credit card,47.99,60,71.99,7.9
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.63,370.13,3/24/2019,18:14,Credit card,130.43,63,222.08,5.9
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,914.55,2/12/2019,14:45,Credit card,348.4,60,522.6,9.9
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2/21/2019,11:39,Cash,59.28,70,138.32,7.7
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.73,204.25,2/4/2019,15:44,Ewallet,93.37,52,101.15,7.6
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.66,181.88,2/20/2019,13:06,Ewallet,74.48,57,98.74,7.7
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.59,75.47,2/23/2019,20:43,Ewallet,30.19,58,41.69,6.4
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.31,300.57,2/16/2019,14:19,Ewallet,100.19,65,186.07,4.4
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.06,85.3,1/17/2019,10:01,Credit card,38.18,53,43.06,4.1
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,1/14/2019,19:30,Ewallet,196.14,65,364.26,4.4
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196.14,3/30/2019,16:34,Cash,70.98,62,115.82,5.5
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.01,231.24,3/2/2019,13:10,Ewallet,110.12,50,110.12,4
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.46,282.58,2/15/2019,17:10,Credit card,86.12,68,183,9.3
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,3/1/2019,10:22,Credit card,177.37,61,277.43,4.8
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.38,175.92,2/24/2019,19:57,Cash,56.96,66,110.58,4.6
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.43,470.99,2/19/2019,19:29,Credit card,210.82,53,237.74,7.3
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,14.69,308.57,2/23/2019,18:30,Cash,111.67,62,182.21,6
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.48,618.98,2/7/2019,14:27,Ewallet,253.49,57,336.02,8.1
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,305.55,1/11/2019,13:57,Ewallet,116.4,60,174.6,9.4
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.97,41.45,2/12/2019,19:43,Cash,12.24,69,27.24,6.5
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.74,36.55,1/14/2019,10:11,Credit card,14.97,57,19.84,7
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.8,310.72,1/9/2019,13:46,Ewallet,133.16,55,162.76,7.1
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,2.15,45.11,2/27/2019,12:22,Ewallet,16.32,62,26.64,6.6
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,6.92,145.4,1/24/2019,19:20,Ewallet,56.78,59,81.7,4.9
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,1/8/2019,12:58,Credit card,31.42,68,66.78,6.4
767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,6.48,136.14,1/8/2019,11:59,Credit card,62.24,52,67.42,8
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,1/16/2019,17:59,Cash,266.95,58,368.65,4.3
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,7.29,153.05,3/13/2019,12:51,Cash,46.64,68,99.12,6.1
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.07,211.37,2/15/2019,10:36,Cash,60.39,70,140.91,7.5
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.59,663.3,1/25/2019,13:38,Cash,277.95,56,353.76,6.7
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.26,404.54,3/12/2019,19:39,Ewallet,165.67,57,219.61,5.2
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,24.32,510.62,3/4/2019,12:44,Cash,160.48,67,325.82,8.8
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.68,539.34,2/10/2019,13:56,Cash,220.87,57,292.79,9.5
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,497.07,1/16/2019,14:42,Cash,179.89,62,293.51,7.6
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.84,458.69,1/29/2019,19:45,Cash,144.16,67,292.69,6.6
182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,5.41,113.57,1/1/2019,20:26,Ewallet,47.59,56,60.57,6.9
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.44,261.2,1/6/2019,19:46,Ewallet,106.97,57,141.79,4.3
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.31,657.53,2/19/2019,19:38,Credit card,244.23,61,381.99,7.8
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,1/12/2019,16:18,Ewallet,321.75,67,653.25,8
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.16,507.44,2/7/2019,12:23,Ewallet,207.81,57,275.47,9.6
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.85,101.81,3/27/2019,19:11,Credit card,47.51,51,49.45,4.3
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.89,207.59,2/27/2019,18:57,Credit card,63.26,68,134.44,5
729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,36.21,760.44,1/6/2019,11:18,Cash,260.72,64,463.51,9.2
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.78,835.29,3/2/2019,12:40,Cash,310.25,61,485.26,6.3
186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7,25.12,527.51,3/29/2019,14:06,Cash,226.08,55,276.31,8.9
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43,4,8.6,180.6,1/31/2019,20:48,Ewallet,79.12,54,92.88,7.6
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.45,72.43,1/21/2019,20:13,Cash,22.76,67,46.22,4.8
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.25,131.21,1/20/2019,20:37,Ewallet,44.99,64,79.97,9.1
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.86,80.96,1/17/2019,17:59,Ewallet,36.24,53,40.86,6.1
786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,24.19,507.91,2/28/2019,20:18,Cash,208,57,275.72,9.1
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,15.11,317.23,3/19/2019,15:52,Ewallet,151.06,50,151.06,8.3
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.93,733.6,2/19/2019,15:14,Ewallet,230.56,67,468.11,7.2
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.23,130.88,2/4/2019,12:50,Ewallet,59.83,52,64.82,6
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.48,829.08,1/31/2019,10:36,Ewallet,394.8,50,394.8,8.5
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2/6/2019,18:33,Credit card,80.28,55,98.12,6.6
857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,25.01,525.23,3/28/2019,16:06,Ewallet,170.07,66,330.15,4.5
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.79,37.61,1/19/2019,12:47,Credit card,15.76,56,20.06,8.1
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.81,142.95,2/17/2019,13:34,Credit card,62.62,54,73.52,7.2
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.24,110.12,1/18/2019,15:04,Credit card,40.9,61,63.98,6.1
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.95,187.87,2/2/2019,20:42,Cash,80.51,55,98.41,7.1
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.78,856.45,1/18/2019,15:28,Cash,261.01,68,554.66,5.1
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.62,138.98,3/18/2019,13:45,Credit card,42.36,68,90,7.9
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,12.87,270.26,1/11/2019,20:10,Cash,123.55,52,133.84,7.4
434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,4.67,98.03,2/4/2019,18:53,Ewallet,33.61,64,59.75,7.4
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239.4,2/6/2019,14:24,Cash,104.88,54,123.12,6.6
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.34,175.05,1/8/2019,11:42,Credit card,73.35,56,93.36,5.9
174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,3/5/2019,17:49,Credit card,278.96,60,418.44,8.9
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,19.45,408.49,3/16/2019,15:33,Ewallet,136.16,65,252.88,6.8
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.26,383.52,3/9/2019,10:54,Cash,182.63,50,182.63,9.3
247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.46,93.74,3/1/2019,16:23,Credit card,27.68,69,61.6,4.4
635-28-5728,A,Yangon,Normal,Male,Health and beauty,56,3,8.4,176.4,2/28/2019,19:33,Ewallet,53.76,68,114.24,4.8
756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,0.99,20.69,2/8/2019,11:39,Ewallet,8.87,55,10.84,9.5
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.56,557.72,1/24/2019,10:38,Ewallet,185.91,65,345.25,8.9
238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,2.69,56.41,3/1/2019,20:03,Ewallet,26.32,51,27.4,6.4
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95,10,40.98,860.48,3/10/2019,12:39,Credit card,245.85,70,573.65,6
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,3/23/2019,15:59,Credit card,267.15,53,301.25,8.1
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,1/29/2019,14:26,Ewallet,199.78,66,387.82,9
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.62,769.1,1/12/2019,18:22,Ewallet,241.72,67,490.76,6
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.28,887.92,3/20/2019,11:32,Cash,262.15,69,583.49,9.8
733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,19.46,408.73,3/23/2019,12:41,Cash,175.17,55,214.1,8.5
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.24,89.07,1/14/2019,15:20,Ewallet,36.48,57,48.35,8.8
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,7.16,150.42,2/12/2019,14:33,Ewallet,64.47,55,78.79,8.8
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.77,79.15,2/20/2019,15:29,Ewallet,25.63,66,49.75,9.5
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,12.67,266.03,1/2/2019,16:19,Credit card,78.54,69,174.82,5.6
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,1,1.92,40.34,2/2/2019,16:33,Cash,18.44,52,19.98,8.6
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.62,684.92,1/8/2019,19:07,Credit card,326.15,50,326.15,5.2
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.63,55.28,1/30/2019,14:43,Credit card,22.64,57,30.01,5.8
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.53,116.14,3/26/2019,19:28,Credit card,40.93,63,69.68,8
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.43,597.04,1/15/2019,20:44,Cash,187.64,67,380.97,9
210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.46,93.74,3/14/2019,11:16,Ewallet,43.75,51,45.53,4.1
585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2/3/2019,10:31,Credit card,51.83,62,84.57,8.6
807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2/22/2019,12:30,Ewallet,87.1,50,87.1,7
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,1/24/2019,15:05,Ewallet,168.54,54,197.86,8.4
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.73,267.34,1/25/2019,18:30,Ewallet,112.03,56,142.58,7.4
652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.92,817.24,3/9/2019,13:18,Credit card,334.68,57,443.64,6.2
785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.3,300.22,2/17/2019,15:28,Ewallet,114.37,60,171.55,4.9
